test case,benchmark name,samples,iterations,estimated,mean,low mean,high mean,std dev,low std dev,high std dev,tags,raw
generating large instruction graphs for N devices without d2d copy support - 4,jacobi topology,100,1,142377600,1429277.7000,1419004.3100,1435472.1300,39833.0424,25890.5305,54919.3063,"benchmark,group:instruction-graph","1444338.0000,1437094.0000,1453865.0000,1436312.0000,1442354.0000,1440100.0000,1436793.0000,1449507.0000,1444027.0000,1446422.0000,1432605.0000,1440640.0000,1437555.0000,1444859.0000,1434509.0000,1434169.0000,1443275.0000,1432054.0000,1445330.0000,1435260.0000,1443717.0000,1435942.0000,1432215.0000,1444648.0000,1435972.0000,1442113.0000,1433897.0000,1438626.0000,1433056.0000,1439669.0000,1434789.0000,1436973.0000,1443827.0000,1434219.0000,1440761.0000,1438276.0000,1448626.0000,1433818.0000,1477731.0000,1440510.0000,1435931.0000,1441672.0000,1438226.0000,1441331.0000,1434238.0000,1444558.0000,1437655.0000,1432174.0000,1438968.0000,1437715.0000,1313530.0000,1268704.0000,1265017.0000,1269707.0000,1275147.0000,1267332.0000,1375477.0000,1442314.0000,1430762.0000,1443496.0000,1434149.0000,1446972.0000,1431022.0000,1433217.0000,1439098.0000,1436242.0000,1444829.0000,1432445.0000,1444047.0000,1435110.0000,1455368.0000,1430261.0000,1435691.0000,1441963.0000,1436543.0000,1445710.0000,1440801.0000,1451211.0000,1440640.0000,1444147.0000,1436393.0000,1433066.0000,1443726.0000,1437424.0000,1443035.0000,1440069.0000,1440080.0000,1434319.0000,1435531.0000,1441793.0000,1432395.0000,1445881.0000,1433958.0000,1444708.0000,1436362.0000,1442675.0000,1437945.0000,1438095.0000,1443947.0000,1432495.0000"
generating large instruction graphs for N devices without d2d copy support - 16,soup topology,100,1,568954200,5676489.7700,5637663.2400,5701054.4600,154581.3303,109099.9886,206359.5320,"benchmark,group:instruction-graph","5722171.0000,5729686.0000,5744233.0000,5719637.0000,5719737.0000,5728273.0000,5769110.0000,5714627.0000,5744785.0000,5107345.0000,5315420.0000,5724546.0000,5730637.0000,5723003.0000,5719486.0000,5729656.0000,5733954.0000,5756777.0000,5725788.0000,5734075.0000,5729125.0000,5722011.0000,5710089.0000,5730117.0000,5722111.0000,5713254.0000,5737822.0000,5722762.0000,5731779.0000,5710439.0000,5722963.0000,5719878.0000,5727271.0000,5726319.0000,5727111.0000,5727662.0000,5718274.0000,5719847.0000,5724646.0000,5736639.0000,5723414.0000,5720318.0000,5722803.0000,5749464.0000,5727812.0000,5451878.0000,5053583.0000,5630097.0000,5718645.0000,5722553.0000,5731940.0000,5716821.0000,5733573.0000,5726660.0000,5712474.0000,5720999.0000,5732652.0000,5731830.0000,5722492.0000,5731730.0000,5734375.0000,5736058.0000,5715138.0000,5720087.0000,5727863.0000,5723684.0000,5720608.0000,5718665.0000,5729766.0000,5718335.0000,5727702.0000,5434255.0000,5064153.0000,5720619.0000,5721330.0000,5714928.0000,5720679.0000,5719176.0000,5744504.0000,5722833.0000,5711792.0000,5733093.0000,5237121.0000,5187297.0000,5723043.0000,5728574.0000,5728844.0000,5733463.0000,5717903.0000,5745366.0000,5727391.0000,5715990.0000,5712172.0000,5727632.0000,5738362.0000,5718615.0000,5420590.0000,5099520.0000,5733302.0000,5719346.0000"
generating large instruction graphs for N devices without d2d copy support - 16,chain topology,100,1,73369400,734720.6100,733767.5000,736167.3000,5862.6416,4164.3924,10089.6613,"benchmark,group:instruction-graph","735202.0000,736565.0000,747035.0000,736255.0000,738148.0000,727708.0000,738679.0000,736876.0000,737046.0000,726977.0000,736806.0000,735493.0000,737247.0000,727077.0000,735694.0000,736815.0000,727759.0000,736235.0000,737717.0000,737978.0000,727859.0000,734251.0000,733499.0000,733369.0000,729261.0000,738489.0000,739130.0000,736185.0000,727197.0000,735633.0000,736495.0000,732989.0000,728079.0000,736435.0000,735994.0000,726076.0000,736234.0000,735293.0000,736225.0000,728700.0000,734672.0000,737327.0000,736845.0000,725163.0000,735303.0000,737978.0000,737828.0000,729642.0000,738850.0000,737827.0000,730243.0000,736324.0000,737136.0000,751614.0000,727618.0000,734341.0000,735964.0000,738469.0000,727949.0000,736776.0000,735363.0000,735774.0000,728039.0000,735673.0000,736905.0000,728990.0000,735863.0000,735182.0000,735153.0000,729011.0000,736525.0000,738819.0000,737016.0000,728239.0000,736044.0000,737446.0000,737086.0000,728289.0000,735933.0000,734120.0000,727989.0000,736816.0000,736435.0000,733830.0000,726346.0000,735373.0000,736495.0000,733820.0000,728559.0000,736084.0000,736204.0000,735623.0000,728700.0000,734210.0000,733981.0000,727287.0000,773145.0000,736706.0000,736495.0000,727919.0000"
generating large instruction graphs for N devices without d2d copy support - 16,expanding tree topology,100,1,104182900,1024562.8500,1015451.2100,1032133.6200,42060.9759,36440.5009,46402.7877,"benchmark,group:instruction-graph","948808.0000,948076.0000,1057945.0000,1049419.0000,1048657.0000,1047375.0000,1048798.0000,1049729.0000,1044690.0000,1049448.0000,1050731.0000,1047575.0000,1046934.0000,1046313.0000,1049268.0000,1046253.0000,1055160.0000,1047795.0000,1047615.0000,1051893.0000,1046674.0000,1047054.0000,1048487.0000,1049929.0000,1044299.0000,1043838.0000,1047805.0000,1046113.0000,1048687.0000,1047796.0000,1050891.0000,1049639.0000,1046633.0000,1046964.0000,1049649.0000,1048437.0000,1046263.0000,1053857.0000,1045461.0000,1046834.0000,1068966.0000,1054659.0000,1047535.0000,1049208.0000,1049249.0000,1047154.0000,1045521.0000,1045040.0000,1047846.0000,1046854.0000,1052544.0000,1046914.0000,1045311.0000,1048267.0000,1047675.0000,1046353.0000,1043177.0000,1052605.0000,1046102.0000,1048377.0000,1042976.0000,1049589.0000,1046052.0000,1050040.0000,1048377.0000,1049669.0000,1046313.0000,1045020.0000,1044510.0000,1046904.0000,1046643.0000,1044119.0000,1050440.0000,1048406.0000,1055410.0000,1051702.0000,1045982.0000,1019482.0000,956853.0000,950731.0000,947815.0000,960780.0000,951633.0000,950501.0000,950501.0000,951944.0000,953657.0000,950821.0000,947875.0000,948437.0000,952044.0000,948988.0000,947856.0000,954980.0000,950601.0000,945982.0000,945952.0000,941494.0000,948377.0000,949680.0000"
generating large instruction graphs for N devices without d2d copy support - 16,contracting tree topology,100,1,116289800,1165869.0000,1165183.8000,1166717.3500,3879.0412,3287.3377,5022.0866,"benchmark,group:instruction-graph","1164988.0000,1160920.0000,1168845.0000,1173183.0000,1164998.0000,1164056.0000,1164336.0000,1166741.0000,1167181.0000,1171730.0000,1164847.0000,1167553.0000,1162383.0000,1163976.0000,1165068.0000,1170569.0000,1167262.0000,1162383.0000,1164768.0000,1162974.0000,1169125.0000,1173464.0000,1164507.0000,1166901.0000,1166090.0000,1168224.0000,1162102.0000,1175458.0000,1162633.0000,1162022.0000,1162423.0000,1162393.0000,1163264.0000,1172603.0000,1163254.0000,1166190.0000,1163865.0000,1166661.0000,1168134.0000,1174716.0000,1167182.0000,1164547.0000,1164638.0000,1161481.0000,1164116.0000,1171661.0000,1165599.0000,1165228.0000,1166670.0000,1166260.0000,1165940.0000,1170458.0000,1166871.0000,1162984.0000,1165058.0000,1163084.0000,1165639.0000,1170398.0000,1162523.0000,1162834.0000,1161180.0000,1161962.0000,1162022.0000,1169096.0000,1161090.0000,1163605.0000,1162503.0000,1160810.0000,1163846.0000,1172832.0000,1164356.0000,1165669.0000,1164326.0000,1163875.0000,1160169.0000,1171200.0000,1163525.0000,1162142.0000,1163204.0000,1164537.0000,1163966.0000,1172953.0000,1182621.0000,1163124.0000,1164006.0000,1164397.0000,1161441.0000,1170529.0000,1163344.0000,1166561.0000,1163815.0000,1165088.0000,1165749.0000,1171680.0000,1167262.0000,1162864.0000,1165098.0000,1163866.0000,1167202.0000,1173424.0000"
generating large instruction graphs for N devices without d2d copy support - 16,wave_sim topology,100,1,519268000,4886582.5000,4830825.6600,4944264.4400,287302.6126,277981.4575,291659.4439,"benchmark,group:instruction-graph","4623047.0000,4635060.0000,4643485.0000,4644337.0000,4619359.0000,4625641.0000,4621223.0000,4623077.0000,4624129.0000,4632645.0000,4622686.0000,4636933.0000,4615452.0000,4628548.0000,4639899.0000,4634068.0000,4631282.0000,4642284.0000,4642604.0000,4634729.0000,4983992.0000,5227633.0000,5210752.0000,5208197.0000,5227664.0000,5222203.0000,5203177.0000,5207595.0000,5196525.0000,5230459.0000,5199741.0000,5196504.0000,5208847.0000,5196013.0000,5214669.0000,5204740.0000,5203047.0000,5199911.0000,5198498.0000,5212885.0000,5218657.0000,5219869.0000,5223586.0000,5217975.0000,5220439.0000,5221421.0000,5206974.0000,5193880.0000,5203187.0000,5192217.0000,5180504.0000,5184522.0000,5192888.0000,5221392.0000,5204730.0000,5203919.0000,5199410.0000,5211172.0000,5203347.0000,5207766.0000,5211694.0000,5196555.0000,5197857.0000,5219538.0000,5230058.0000,4616274.0000,4619710.0000,4634769.0000,4614651.0000,4623808.0000,4610222.0000,4622536.0000,4622826.0000,4622286.0000,4625682.0000,4631312.0000,4606455.0000,4624319.0000,4625631.0000,4617266.0000,4636473.0000,4610192.0000,4623156.0000,4616865.0000,4617757.0000,4629920.0000,4622846.0000,4625100.0000,4614190.0000,4620411.0000,4630561.0000,4632965.0000,4641713.0000,4643536.0000,4628998.0000,4635671.0000,4644127.0000,4648144.0000,4624068.0000,4636713.0000"
generating large instruction graphs for N devices without d2d copy support - 16,jacobi topology,100,1,130788000,1488766.2500,1487684.6200,1490041.1800,5998.1822,5062.0668,7823.1085,"benchmark,group:instruction-graph","1486177.0000,1493350.0000,1492720.0000,1492990.0000,1486187.0000,1492579.0000,1485496.0000,1493331.0000,1484123.0000,1495044.0000,1485576.0000,1493230.0000,1482189.0000,1492399.0000,1482801.0000,1490716.0000,1488171.0000,1482349.0000,1490885.0000,1485876.0000,1490816.0000,1481498.0000,1513489.0000,1486697.0000,1496747.0000,1483532.0000,1495164.0000,1484093.0000,1489212.0000,1481939.0000,1491316.0000,1485947.0000,1491417.0000,1485336.0000,1494983.0000,1487659.0000,1496276.0000,1485796.0000,1495655.0000,1487268.0000,1495194.0000,1487009.0000,1496757.0000,1486818.0000,1494123.0000,1483993.0000,1497418.0000,1480306.0000,1497418.0000,1478292.0000,1489173.0000,1484273.0000,1497689.0000,1483011.0000,1491658.0000,1485776.0000,1496958.0000,1482791.0000,1491547.0000,1484113.0000,1491367.0000,1484364.0000,1491918.0000,1480947.0000,1488962.0000,1483772.0000,1482440.0000,1489804.0000,1481979.0000,1490084.0000,1482100.0000,1491136.0000,1485456.0000,1492479.0000,1482730.0000,1489854.0000,1483291.0000,1494192.0000,1481488.0000,1494122.0000,1481528.0000,1490495.0000,1483702.0000,1492809.0000,1484724.0000,1492018.0000,1481217.0000,1491797.0000,1485416.0000,1510353.0000,1485095.0000,1496507.0000,1482400.0000,1489333.0000,1483512.0000,1493030.0000,1481278.0000,1489764.0000,1482009.0000,1491807.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: single-threaded immediate graph generation,soup topology,100,1,155331100,1550923.8600,1527982.6600,1569562.1200,103971.1844,84742.0232,120645.6289,"benchmark,group:scheduler","1602939.0000,1595945.0000,1325953.0000,1314040.0000,1320353.0000,1326554.0000,1313860.0000,1315974.0000,1328788.0000,1313229.0000,1319321.0000,1324330.0000,1313570.0000,1313149.0000,1314832.0000,1319701.0000,1322777.0000,1311646.0000,1369937.0000,1595755.0000,1596486.0000,1599723.0000,1601095.0000,1600123.0000,1595124.0000,1598380.0000,1597688.0000,1594863.0000,1603158.0000,1594171.0000,1593832.0000,1599151.0000,1589102.0000,1602939.0000,1594923.0000,1599562.0000,1598059.0000,1594733.0000,1598760.0000,1596486.0000,1601195.0000,1602107.0000,1591557.0000,1601706.0000,1590415.0000,1600223.0000,1598059.0000,1595715.0000,1614640.0000,1593150.0000,1596817.0000,1597859.0000,1595895.0000,1600814.0000,1594002.0000,1599311.0000,1601516.0000,1594673.0000,1600774.0000,1590775.0000,1604441.0000,1602898.0000,1593150.0000,1605724.0000,1598550.0000,1600935.0000,1596356.0000,1597558.0000,1601757.0000,1595233.0000,1601916.0000,1599753.0000,1592168.0000,1599211.0000,1591848.0000,1601956.0000,1594923.0000,1599191.0000,1599623.0000,1592258.0000,1601536.0000,1593100.0000,1600894.0000,1599462.0000,1595244.0000,1598320.0000,1591707.0000,1597838.0000,1603450.0000,1595374.0000,1601225.0000,1593480.0000,1598951.0000,1596917.0000,1593611.0000,1598961.0000,1596326.0000,1600654.0000,1599071.0000,1594602.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: single-threaded immediate graph generation,chain topology,100,1,7488100,86687.5800,86412.1800,87093.5700,1685.7821,1248.0804,2127.7357,"benchmark,group:scheduler","91451.0000,86462.0000,90720.0000,86712.0000,86553.0000,86081.0000,86082.0000,86201.0000,92073.0000,86643.0000,86392.0000,86362.0000,86332.0000,86181.0000,86162.0000,86302.0000,85901.0000,86101.0000,86232.0000,86111.0000,92503.0000,86442.0000,86673.0000,86342.0000,86211.0000,86262.0000,85781.0000,85841.0000,85721.0000,86261.0000,86021.0000,91642.0000,86422.0000,86131.0000,86191.0000,86342.0000,86212.0000,86111.0000,86022.0000,86291.0000,86222.0000,86292.0000,86222.0000,91571.0000,86482.0000,85811.0000,85901.0000,86051.0000,86061.0000,86131.0000,85951.0000,85911.0000,85831.0000,86011.0000,91952.0000,86833.0000,86222.0000,86412.0000,86272.0000,86011.0000,86202.0000,85921.0000,85811.0000,85831.0000,86181.0000,86252.0000,91642.0000,86352.0000,86252.0000,86171.0000,86252.0000,86282.0000,86252.0000,86111.0000,85901.0000,85791.0000,86312.0000,91412.0000,86382.0000,85730.0000,85961.0000,85921.0000,86041.0000,85821.0000,85761.0000,85600.0000,85941.0000,86171.0000,86082.0000,91832.0000,86292.0000,86161.0000,86202.0000,86081.0000,85921.0000,85750.0000,85911.0000,85881.0000,85710.0000,86052.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: single-threaded immediate graph generation,expanding tree topology,100,1,16152600,143226.8900,142753.8000,143868.7700,2800.0023,2229.7656,3463.5673,"benchmark,group:scheduler","142188.0000,141697.0000,149762.0000,142849.0000,142248.0000,141657.0000,142508.0000,142297.0000,149571.0000,142769.0000,142228.0000,142098.0000,141897.0000,141998.0000,141737.0000,153710.0000,142578.0000,142539.0000,142388.0000,141527.0000,141646.0000,142148.0000,148540.0000,141827.0000,142028.0000,142428.0000,142408.0000,143350.0000,142548.0000,149512.0000,143029.0000,142368.0000,142258.0000,142158.0000,142378.0000,141707.0000,149481.0000,141947.0000,141637.0000,142949.0000,142248.0000,141767.0000,141537.0000,149271.0000,141677.0000,141486.0000,142428.0000,141777.0000,142108.0000,141847.0000,148099.0000,142869.0000,141477.0000,142047.0000,142408.0000,141736.0000,141917.0000,149181.0000,141927.0000,141787.0000,141496.0000,141326.0000,142238.0000,141477.0000,149321.0000,141958.0000,141687.0000,142017.0000,141747.0000,141487.0000,141627.0000,152347.0000,142418.0000,142078.0000,142328.0000,142338.0000,141657.0000,141567.0000,148339.0000,142348.0000,142829.0000,142137.0000,142068.0000,142528.0000,141646.0000,150524.0000,143170.0000,142518.0000,141366.0000,141215.0000,142207.0000,142267.0000,148008.0000,142368.0000,141456.0000,142058.0000,142278.0000,142689.0000,141917.0000,149452.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: single-threaded immediate graph generation,contracting tree topology,100,1,17007800,166459.7300,165943.1100,167112.5800,2968.5796,2445.9766,3511.9978,"benchmark,group:scheduler","165522.0000,164650.0000,170701.0000,173146.0000,165753.0000,166383.0000,165191.0000,165803.0000,164981.0000,171203.0000,164860.0000,164950.0000,165321.0000,165302.0000,164690.0000,171773.0000,165583.0000,165241.0000,164751.0000,165272.0000,165011.0000,173307.0000,165071.0000,164771.0000,164650.0000,168588.0000,165051.0000,172345.0000,165802.0000,164280.0000,163889.0000,164780.0000,165822.0000,172305.0000,165803.0000,164640.0000,164631.0000,164770.0000,164740.0000,175281.0000,165221.0000,164460.0000,164099.0000,165963.0000,164951.0000,174399.0000,166354.0000,165241.0000,164369.0000,165271.0000,164611.0000,171403.0000,166173.0000,164661.0000,164520.0000,165492.0000,164941.0000,171954.0000,165091.0000,164841.0000,164019.0000,165742.0000,164760.0000,171955.0000,165411.0000,165502.0000,164420.0000,165231.0000,165222.0000,173828.0000,166053.0000,165242.0000,164239.0000,165202.0000,164881.0000,171112.0000,165762.0000,164470.0000,164621.0000,166253.0000,165262.0000,171043.0000,165512.0000,164139.0000,164771.0000,164851.0000,163678.0000,175430.0000,166104.0000,165632.0000,164260.0000,165352.0000,164850.0000,172936.0000,166263.0000,164400.0000,165202.0000,165702.0000,164971.0000,171062.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: single-threaded immediate graph generation,wave_sim topology,100,1,81625500,907060.6900,893926.0500,918537.3400,62829.8888,56416.3154,67367.0108,"benchmark,group:scheduler","813611.0000,814914.0000,993062.0000,965309.0000,949239.0000,950380.0000,950991.0000,950891.0000,948848.0000,967253.0000,952435.0000,944008.0000,942886.0000,943307.0000,940541.0000,946082.0000,944610.0000,945512.0000,949860.0000,951152.0000,950481.0000,950431.0000,948798.0000,950240.0000,949609.0000,949859.0000,949970.0000,950221.0000,949689.0000,950161.0000,948056.0000,950541.0000,948778.0000,947175.0000,943217.0000,948147.0000,950340.0000,948548.0000,949318.0000,950100.0000,949539.0000,951212.0000,951723.0000,947615.0000,950962.0000,950722.0000,950270.0000,949810.0000,952926.0000,947455.0000,950411.0000,947686.0000,947094.0000,943808.0000,940251.0000,939751.0000,941173.0000,941674.0000,943348.0000,941935.0000,942285.0000,943708.0000,941614.0000,943577.0000,940752.0000,941133.0000,940442.0000,941995.0000,940392.0000,940522.0000,940121.0000,934901.0000,854218.0000,812388.0000,812699.0000,809614.0000,809794.0000,802220.0000,812830.0000,810435.0000,813822.0000,813361.0000,804965.0000,813932.0000,809263.0000,812630.0000,810866.0000,804744.0000,810976.0000,810345.0000,811447.0000,815726.0000,810375.0000,803793.0000,810094.0000,808531.0000,809083.0000,811778.0000,806017.0000,810746.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 1 > reference: single-threaded immediate graph generation,jacobi topology,100,1,29254700,250975.9500,250396.5400,251660.2700,3212.9302,2795.3719,3693.7714,"benchmark,group:scheduler","249050.0000,248930.0000,255132.0000,249621.0000,255422.0000,249101.0000,249020.0000,249331.0000,256224.0000,249030.0000,250984.0000,250584.0000,256514.0000,250483.0000,249281.0000,250964.0000,255282.0000,248630.0000,248269.0000,248409.0000,259610.0000,248460.0000,249892.0000,251114.0000,258739.0000,250353.0000,250904.0000,248500.0000,255322.0000,248900.0000,247868.0000,248610.0000,256123.0000,250593.0000,249672.0000,250793.0000,256444.0000,250604.0000,250293.0000,251014.0000,256725.0000,248419.0000,248740.0000,247458.0000,254320.0000,248981.0000,249070.0000,248279.0000,254821.0000,249381.0000,248730.0000,249452.0000,260011.0000,249441.0000,248950.0000,254971.0000,251395.0000,248500.0000,248018.0000,253478.0000,249882.0000,248429.0000,248129.0000,253849.0000,249702.0000,248500.0000,248018.0000,255463.0000,250604.0000,249060.0000,248460.0000,257256.0000,250323.0000,248810.0000,249712.0000,256284.0000,248980.0000,248980.0000,247738.0000,255002.0000,249110.0000,248349.0000,247968.0000,258519.0000,250373.0000,248349.0000,248089.0000,255913.0000,249141.0000,248489.0000,248589.0000,254741.0000,249060.0000,248730.0000,248630.0000,255803.0000,249211.0000,248720.0000,248500.0000,254921.0000"
